# Constructed from biom file
#OTU ID	PUF-IPEX-3	PUF-BOU-7	PUF-MBO-4	PUF-BOT-3	CTRL-neg-extraction-PUF	PUF-BOT-10	PUF-JD-10	PUF-IPEX-1	PUF-IPEX-8	PUF-JD14
71fb743ccd04149a2360acd3739d6b81	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0180c418a1d46063a877eb5a4578d32f	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	110.0
24465c2e10f0f14a4e4e93e7a3aad9b9	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18a2e110004e455b097f83f0c05922c6	5.0	0.0	2.0	0.0	0.0	0.0	6.0	5.0	14.0	0.0
17616cc7fe900969cd82e279a643bedf	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d0ce658d682e94d7657bff6c69cd12ca	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50651fb2f2b8352971898a0e446734b5	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc48ffd8228119d1b9a07179a0b58d82	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40c8e259e0f18a9238196d6c80bde07d	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72bcd2424cb9ae76eb5d46a9ad2cc730	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1e5340afd1877bae4a25354fad5220e	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a8725e93d55fc3761742c0748955d050	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecfa47366e1bcde29c793436ac355d6b	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a7e915ac17e7cee19c1eda6cf7401ded	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
