"Level","site","ID_order","from","to","Taxon","Reads","Fx"
"p","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Chordata_7711",36,0.0440097799511002
"p","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Cnidaria_6073",34,0.0415647921760391
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Arthropoda_6656",2346,0.977092877967514
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Chordata_7711",37,0.0154102457309454
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Cnidaria_6073",18,0.00749687630154102
"p","Botanical Garden","PUF_BOT_03","24/06/2024","28/06/2024","Chordata_7711",88,1
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Arthropoda_6656",899,0.961497326203209
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Cnidaria_6073",33,0.0352941176470588
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Chordata_7711",3,0.00320855614973262
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Arthropoda_6656",1380,0.907297830374753
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Chordata_7711",61,0.0401051939513478
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Mollusca_6447",47,0.0309007232084155
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Cnidaria_6073",33,0.0216962524654832
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Arthropoda_6656",19057,0.963107090513974
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Chordata_7711",717,0.0362359124677819
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Cnidaria_6073",13,0.000656997018244302
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Arthropoda_6656",2570,0.970910464676993
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Cnidaria_6073",60,0.022667170381564
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Chordata_7711",17,0.00642236494144314
"p","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Arthropoda_6656",1143,0.965371621621622
"p","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Cnidaria_6073",41,0.0346283783783784
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Arthropoda_6656",1415,0.967190704032809
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Cnidaria_6073",20,0.0136705399863295
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Mollusca_6447",17,0.01161995898838
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Chordata_7711",11,0.0075187969924812
"p","Botanical Garden","PUF_BOT_10","20/09/2024","04/10/2024","Arthropoda_6656",3526,0.915131066701272
"p","Botanical Garden","PUF_BOT_10","20/09/2024","04/10/2024","Chordata_7711",327,0.0848689332987283
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Arthropoda_6656",247,0.98015873015873
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Chordata_7711",2,0.00793650793650794
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Cnidaria_6073",2,0.00793650793650794
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Mollusca_6447",1,0.00396825396825397
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Arthropoda_6656",994,0.941287878787879
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Chordata_7711",42,0.0397727272727273
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Cnidaria_6073",20,0.0189393939393939
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Arthropoda_6656",544,0.847352024922118
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Chordata_7711",57,0.088785046728972
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Cnidaria_6073",41,0.0638629283489097
"p","Boucherville","PUF_BOU_04","08/07/2024","22/07/2024","Arthropoda_6656",581,0.988095238095238
"p","Boucherville","PUF_BOU_04","08/07/2024","22/07/2024","Chordata_7711",7,0.0119047619047619
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Arthropoda_6656",2355,0.96319018404908
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Cnidaria_6073",79,0.0323108384458078
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Mollusca_6447",11,0.00449897750511247
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Arthropoda_6656",801,0.946808510638298
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Cnidaria_6073",24,0.0283687943262411
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Mollusca_6447",21,0.024822695035461
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Arthropoda_6656",220,0.674846625766871
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Chordata_7711",60,0.184049079754601
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Mollusca_6447",24,0.0736196319018405
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Cnidaria_6073",22,0.0674846625766871
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Arthropoda_6656",2109,0.94489247311828
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Cnidaria_6073",61,0.0273297491039427
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Chordata_7711",32,0.014336917562724
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Mollusca_6447",30,0.0134408602150538
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Arthropoda_6656",1693,0.941078376876042
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Chordata_7711",86,0.0478043357420789
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Cnidaria_6073",10,0.00555864369093941
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Mollusca_6447",10,0.00555864369093941
"p","IPEX","PUF_IPEX_01","15/05/2024","29/05/2024","Arthropoda_6656",84,0.75
"p","IPEX","PUF_IPEX_01","15/05/2024","29/05/2024","Chordata_7711",28,0.25
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Arthropoda_6656",1678,0.946418499717992
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Cnidaria_6073",88,0.0496333897349126
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Chordata_7711",7,0.00394811054709532
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Arthropoda_6656",11108,0.984577202623648
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Cnidaria_6073",114,0.0101045913845063
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Chordata_7711",60,0.00531820599184542
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Arthropoda_6656",1720,0.866062437059416
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Cnidaria_6073",187,0.094159113796576
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Chordata_7711",79,0.0397784491440081
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Arthropoda_6656",5439,0.95070791819612
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Cnidaria_6073",221,0.0386296102080056
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Chordata_7711",49,0.00856493619996504
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Mollusca_6447",12,0.00209753539590981
"p","IPEX","PUF_IPEX_06","24/07/2024","07/08/2024","Arthropoda_6656",996,0.969814995131451
"p","IPEX","PUF_IPEX_06","24/07/2024","07/08/2024","Cnidaria_6073",31,0.0301850048685492
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Arthropoda_6656",1550,0.895953757225434
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Cnidaria_6073",165,0.0953757225433526
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Chordata_7711",15,0.00867052023121387
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Arthropoda_6656",2093,0.891017454235845
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Cnidaria_6073",169,0.0719455087271179
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Chordata_7711",87,0.037037037037037
"p","IPEX","PUF_IPEX_09","04/09/2024","18/09/2024","Arthropoda_6656",1114,0.970383275261324
"p","IPEX","PUF_IPEX_09","04/09/2024","18/09/2024","Cnidaria_6073",34,0.029616724738676
"p","IPEX","PUF_IPEX_10","18/09/2024","02/10/2024","Arthropoda_6656",4117,0.956552044609665
"p","IPEX","PUF_IPEX_10","18/09/2024","02/10/2024","Cnidaria_6073",187,0.0434479553903346
"p","Jean-Drapeau","PUF_JD_01","22/05/2024","05/06/2024","Arthropoda_6656",8887,0.998539325842697
"p","Jean-Drapeau","PUF_JD_01","22/05/2024","05/06/2024","Chordata_7711",13,0.00146067415730337
"p","Jean-Drapeau","PUF_JD_02","05/06/2024","19/06/2024","Arthropoda_6656",14166,0.999294582392777
"p","Jean-Drapeau","PUF_JD_02","05/06/2024","19/06/2024","Chordata_7711",10,0.000705417607223476
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Arthropoda_6656",881,0.871414441147379
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Chordata_7711",100,0.0989119683481701
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Cnidaria_6073",30,0.029673590504451
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Arthropoda_6656",1418,0.860436893203884
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Chordata_7711",224,0.135922330097087
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Mollusca_6447",6,0.00364077669902913
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Arthropoda_6656",4087,0.974719771046983
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Chordata_7711",56,0.013355592654424
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Cnidaria_6073",50,0.0119246362985929
"p","Jean-Drapeau","PUF_JD_06","31/07/2024","14/08/2024","Arthropoda_6656",3918,0.990394337714864
"p","Jean-Drapeau","PUF_JD_06","31/07/2024","14/08/2024","Cnidaria_6073",38,0.0096056622851365
"p","Jean-Drapeau","PUF_JD_07","14/08/2024","28/08/2024","Arthropoda_6656",4322,0.954294546257452
"p","Jean-Drapeau","PUF_JD_07","14/08/2024","28/08/2024","Cnidaria_6073",207,0.045705453742548
"p","Jean-Drapeau","PUF_JD_08","28/08/2024","11/09/2024","Arthropoda_6656",8709,0.999082253068716
"p","Jean-Drapeau","PUF_JD_08","28/08/2024","11/09/2024","Cnidaria_6073",8,0.000917746931283698
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Arthropoda_6656",1137,0.940446650124069
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Cnidaria_6073",63,0.0521091811414392
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Chordata_7711",9,0.00744416873449132
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Arthropoda_6656",8543,0.989116591409054
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Chordata_7711",67,0.0077573231446104
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Cnidaria_6073",27,0.00312608544633553
"p",NA,NA,NA,NA,"Arthropoda_6656",30133,0.999767750497678
"p",NA,NA,NA,NA,"Chordata_7711",7,0.000232249502322495
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Arachnida_6854",1417,0.614217598612917
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Insecta_50557",715,0.309926311226701
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024",NA,111,0.0481144343302991
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Mammalia_40674",59,0.0255743389683572
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Hydrozoa_6074",5,0.00216731686172518
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024","Insecta_50557",8072,0.525760437699472
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024","Arachnida_6854",7253,0.472415814498795
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024",NA,28,0.00182374780173256
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Insecta_50557",359,0.509943181818182
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Arachnida_6854",290,0.411931818181818
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024",NA,34,0.0482954545454545
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Mammalia_40674",21,0.0298295454545455
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Insecta_50557",542,0.48609865470852
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Mammalia_40674",308,0.276233183856502
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Arachnida_6854",265,0.237668161434978
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Insecta_50557",9043,0.974146288915221
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Arachnida_6854",131,0.0141118173004417
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Gastropoda_6448",72,0.00775611332543359
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Mammalia_40674",20,0.00215447592373155
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024",NA,17,0.00183130453517182
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Insecta_50557",699,0.728125
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Arachnida_6854",181,0.188541666666667
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024",NA,56,0.0583333333333333
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Gastropoda_6448",24,0.025
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Insecta_50557",1360,0.759352317141262
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Arachnida_6854",255,0.142378559463987
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024",NA,158,0.0882188721384701
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Collembola_30001",18,0.0100502512562814
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Insecta_50557",1352,0.779250720461095
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Arachnida_6854",258,0.148703170028818
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024",NA,117,0.0674351585014409
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Gastropoda_6448",8,0.00461095100864553
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Insecta_50557",1992,0.70066830812522
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Arachnida_6854",550,0.193457615195216
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024",NA,151,0.0531129088990503
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Gastropoda_6448",94,0.0330636651424552
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Mammalia_40674",56,0.0196975026380584
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Insecta_50557",921,0.56886967263743
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Arachnida_6854",449,0.277331686226065
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024",NA,232,0.143298332303891
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Collembola_30001",11,0.00679431747992588
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Gastropoda_6448",6,0.00370599135268684
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Arachnida_6854",407,0.497555012224939
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Insecta_50557",302,0.36919315403423
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024",NA,73,0.089242053789731
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Mammalia_40674",36,0.0440097799511002
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Arachnida_6854",1951,0.812578092461474
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Insecta_50557",328,0.136609745939192
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024",NA,48,0.0199916701374427
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Collembola_30001",37,0.0154102457309454
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Mammalia_40674",37,0.0154102457309454
"c","Botanical Garden","PUF_BOT_03","24/06/2024","28/06/2024","Mammalia_40674",88,1
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Insecta_50557",748,0.8
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Arachnida_6854",120,0.128342245989305
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024",NA,64,0.0684491978609626
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Mammalia_40674",3,0.00320855614973262
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Insecta_50557",1035,0.680473372781065
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Arachnida_6854",336,0.220907297830375
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Mammalia_40674",61,0.0401051939513478
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Gastropoda_6448",47,0.0309007232084155
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024",NA,42,0.0276134122287968
"c","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Insecta_50557",18906,0.955475817455905
"c","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Mammalia_40674",717,0.0362359124677819
"c","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Arachnida_6854",151,0.00763127305806843
"c","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024",NA,13,0.000656997018244302
"c","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Insecta_50557",2143,0.809595768794862
"c","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Arachnida_6854",381,0.143936531922932
"c","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024",NA,106,0.0400453343407631
"c","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Mammalia_40674",17,0.00642236494144314
"c","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Insecta_50557",691,0.583614864864865
"c","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Arachnida_6854",401,0.338682432432432
"c","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024",NA,92,0.0777027027027027
"c","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Insecta_50557",1287,0.879699248120301
"c","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Arachnida_6854",128,0.0874914559125086
