# Constructed from biom file
#OTU ID	PUF-IPEX-3	PUF-BOU-7	PUF-MBO-4	PUF-BOT-3	CTRL-neg-extraction-PUF	PUF-BOT-10	PUF-JD-10	PUF-IPEX-1	ctrl-PCR-neg-PUF	PUF-IPEX-8	PUF-JD14
3a4e2838f8e3000c3c03392c8324097d	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66b375e1f08dc65c6f7edc53c3c7637b	25.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1d39c42ec6dbef25d91fe15ae5d7698f	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0bee101ff7bf63dceb2a74b375b35957	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e28643d0fb2e669870672397489e6308	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e61cc491d9df6c06875e3ddcda2ae475	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5be1d53751f3907ff2f5d002e6a3d716	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849cc34592f6ccffffb5338aee8ca100	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d376042cb134fc38619a9ef773aba843	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12b95c09e611d4483969bdd66a94b78c	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
9d0e99a42b0cb7146359cdb3bc6ad85f	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2b3230c0f193d6e9a952070b2daa26fc	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b11836b4f210ca17a936de0364baf8ba	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7cbdda0adab9a330a9bf244c564c14c1	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e568316642a9d4f2542e85dcc7267df7	15.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	0.0	0.0	44.0
be8dc1271132728b62d899f6fe83b643	15.0	0.0	0.0	0.0	0.0	0.0	557.0	0.0	0.0	0.0	437.0
070f050e9447955dbd0a337e39dfa82a	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9c8234810506af8ec2e04478be77639	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36faf221a115a1ca8585332c1606e590	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e8a5424e827e42ff45ca4b2217d4dc18	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58361fd36d93b8d6dad1be21ba9a12a0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
d5f5434e4c3e0951abf2e112fd8f35c0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98d2a53535a08812e4a0db8fc3b0c5ce	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
004d085bdee429e05a20a38056800aab	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e476ac2dd1579683c95e177fc0871acd	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17616cc7fe900969cd82e279a643bedf	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
75d59202786c1b63b228be47313ef3dc	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f58d3548acb7b927d61da367e93bf4c	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18a2e110004e455b097f83f0c05922c6	9.0	0.0	9.0	0.0	0.0	0.0	6.0	10.0	0.0	22.0	0.0
a8725e93d55fc3761742c0748955d050	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0180c418a1d46063a877eb5a4578d32f	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.0	201.0
45a1dd9a159df2419eb86f46027a44df	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50651fb2f2b8352971898a0e446734b5	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d0ce658d682e94d7657bff6c69cd12ca	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72bcd2424cb9ae76eb5d46a9ad2cc730	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71fb743ccd04149a2360acd3739d6b81	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40c8e259e0f18a9238196d6c80bde07d	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecfa47366e1bcde29c793436ac355d6b	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24465c2e10f0f14a4e4e93e7a3aad9b9	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
