# Constructed from biom file
#OTU ID	CTRL-neg-extraction-PUF	ctrl-PCR-neg-PUF	PUF-BOT-10	PUF-BOT-3	PUF-BOU-7	PUF-IPEX-1	PUF-IPEX-3	PUF-IPEX-8	PUF-JD-10	PUF-JD14	PUF-MBO-4
a38777c69c910bc8f231702574dffe70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11408.0	0.0	0.0
b43d19c6734061aba20cde4334b0c772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1483.0	3559.0	2044.0
efbf72a920a03347f6407072b84a43f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3369.0	686.0	786.0	1088.0
9479c94a8356ab43a89f6e4882339b14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3075.0	0.0	0.0
db800311f5ae69565ec96214053622f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2954.0	0.0	0.0
be8dc1271132728b62d899f6fe83b643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1233.0	657.0	0.0
5f991012def010c537cabe594bdd6e7a	0.0	0.0	920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589974931988706a852f1bb2c5aa12dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	505.0	324.0
757ecae2e601e8cb8f983ac712833b60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	761.0
53814ac04567f8e2287c46b0b52f47f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	479.0	277.0	0.0
5f907557675481632654c893c4e319d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	387.0	199.0
afb94828a83235f617d67b54fe89fe79	0.0	0.0	619.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0d1a483ebd4773116542454b0cc1a266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523.0
8249522b9a4dc10f88a130fc6a78098a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517.0	0.0	0.0
186655c711d9c22435d048944254d180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354.0	0.0	142.0	0.0
893a317ff25f3be600989440e8428424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476.0
42a334b44b84641c69386150c7cde441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341.0
a9649dc75c437494ef47fb5c4191b00f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	331.0
02e9a719b9dab5bd47c5fa414506bceb	0.0	0.0	0.0	0.0	0.0	114.0	0.0	181.0	0.0	0.0	0.0
385f9d354c8f8f8a9480db16d720ce5a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.0	0.0
a94d5933f8cbed393e5699f4e53e8c13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0
5f55b40d2f45184f5c9a56b8f5713317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0
d1f498b407238a672962bbedb106f9f0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0
a4b88b3eda4e5d85853c3caeffd899b4	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0
396bb1d73aaa06e2cf8e8bf726986bfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0
8c03c00ae629a80575bd794e13111cda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0
f338346f08fc342a59a67e628e2091dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0
5fd6c9a3a6bd9b48aa94a0813c11c0fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0
990e780073b5048eefc2b8e23979a5e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0
f146e43ee2fe3285afe3623632fd4085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0
60ed8a06138d911c61bed7f3f6fd672a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0
b4973746d688a7879255e08741b614fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0
385c3a8ae5cd52b4f446e7404d881a1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0
f31c8c55f8c5c4dbdda880dcbad99ed0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0
269faefa124ce63f1c4f0535c639da13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0
8187787e018ce4815342f12d65ff7dc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0
bc0238b88bb1a3e88f6a9f470c34464f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0
33220b9095ffa3c3801735672647bec1	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0
5e61ebd95a7061ddfc13aa875f6f37bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0
da0f726a70f9ee59bbdb99092c15e0fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0
402e86753250356f4d438432556963dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0
