# Constructed from biom file
#OTU ID	PUF-BOU-8	ctrl-PCR-neg-PUF	PUF-BOT-5	PUF-BOT-1	PUF-IPEX-5	PUF-MBO-7	PUF-BOU-2	PUF-JD-7	PUF-BOT-4	Mont-Tremblant	PUF-BOU-3	PUF-BOT-9	PUF-MBO-9	PUF-BOT-7	PUF-IPEX-9	C-pos-1	PUF-JD-1	PUF-BOT-6	PUF-BOU-4	PUF-IPEX-6	PUF-IPEX-7	PUF-JD-5	PUF-BOT-2	PUF-MBO-1	PUF-BOU-5	PUF-BOU-6	PUF-BOU-1	PUF-BOT-8	C-pos-2	PUF-JD-9	PUF-MBO-8	PUF-MBO-2	PUF-MBO-6	Negative-PUF	PUF-MBO-3	PUF-MBO-10	PUF-MBO-5	Ins-Top	PUF-IPEX-2	PUF-JD-3	PUF-BOU-9	PUF-JD-2	PUF-IPEX-4	PUF-IPEX-10	Ins-Door	Ins-Cocoon	PUF-JD-8	PUF-JD-6
c1b05b58063b2a2ce034c9b37a2afa7a	303.0	0.0	0.0	0.0	8.0	0.0	8.0	50.0	14.0	0.0	20.0	20.0	19.0	29.0	25.0	0.0	0.0	71.0	145.0	2.0	9.0	0.0	0.0	0.0	132.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	35.0	7.0	0.0	0.0	0.0	0.0	0.0	36.0
be8dc1271132728b62d899f6fe83b643	235.0	0.0	0.0	0.0	0.0	0.0	0.0	2953.0	0.0	0.0	0.0	31.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	161.0	10.0	0.0	63.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	86.0	41.0	0.0	0.0	0.0	0.0	0.0	54.0	1853.0
59e6049d961456e2d630c072e518e9b6	218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e46a578b0e29ecec00b1077904a0e397	202.0	0.0	1.0	0.0	12.0	13.0	18.0	14.0	0.0	0.0	0.0	0.0	53.0	72.0	24.0	0.0	0.0	0.0	10.0	18.0	56.0	16.0	0.0	0.0	39.0	0.0	0.0	13.0	0.0	29.0	18.0	0.0	9.0	0.0	20.0	106.0	42.0	0.0	0.0	0.0	5.0	0.0	0.0	24.0	0.0	0.0	4.0	20.0
5580961b9a41be03abce5562553ec49c	170.0	0.0	57.0	0.0	88.0	60.0	31.0	32.0	10.0	0.0	1.0	48.0	30.0	21.0	35.0	0.0	0.0	80.0	34.0	52.0	0.0	0.0	0.0	0.0	18.0	38.0	0.0	43.0	0.0	7.0	92.0	0.0	94.0	0.0	13.0	68.0	95.0	0.0	0.0	0.0	386.0	0.0	3.0	17.0	0.0	0.0	0.0	13.0
c684f602961d1fa707824757cb55af21	145.0	0.0	13.0	0.0	0.0	57.0	0.0	107.0	0.0	0.0	0.0	183.0	25.0	330.0	74.0	0.0	0.0	20.0	0.0	16.0	45.0	91.0	0.0	0.0	0.0	24.0	0.0	178.0	0.0	61.0	88.0	2.0	57.0	0.0	0.0	281.0	21.0	0.0	0.0	9.0	28.0	0.0	0.0	88.0	0.0	0.0	2.0	48.0
c0899651ae378553204b1e5ea53060b9	142.0	0.0	0.0	0.0	323.0	67.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	107.0	7.0	0.0	0.0	0.0	65.0	0.0	8.0	0.0	0.0	581.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
202e53dd32a0e7b3fcb0945dd40b5e51	124.0	0.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	103.0	14.0	0.0	65.0	41.0	0.0	0.0	0.0	45.0	1.0	55.0	236.0	0.0	0.0	92.0	21.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	187.0	7.0	56.0	2.0	23.0	0.0	0.0	18.0	217.0
8ccdd426084d53cca9f91412b92cd91e	122.0	0.0	0.0	355.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0
937d32d8b30569996c449126c9aa0c79	115.0	0.0	0.0	0.0	0.0	38.0	0.0	317.0	0.0	0.0	0.0	200.0	0.0	338.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	7.0	0.0	24.0	0.0	0.0	74.0	0.0	0.0	60.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
df763680c53a93fe7465936ea7f8492f	114.0	0.0	0.0	0.0	0.0	60.0	2.0	0.0	0.0	0.0	55.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	18.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	47.0	24.0	30.0	0.0	43.0	17.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
df7b2d8e7b65bb44c6dc3cca51b40d71	112.0	0.0	0.0	0.0	9.0	46.0	0.0	18.0	0.0	0.0	0.0	11.0	0.0	15.0	1.0	0.0	0.0	11.0	0.0	2.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	74.0	0.0	29.0	0.0	19.0	0.0	12.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
